Datetime,Close,High,Low,Open,Volume
2026-06-24 09:00:00,2970.0,2970.0,2930.0,2940.0,0
2026-06-24 09:01:00,2950.0,2970.0,2950.0,2970.0,2831500
2026-06-24 09:02:00,2970.0,2980.0,2950.0,2950.0,4174600
2026-06-24 09:03:00,2970.0,2980.0,2960.0,2970.0,2108300
2026-06-24 09:04:00,2960.0,2970.0,2960.0,2970.0,539200
2026-06-24 09:05:00,2970.0,2970.0,2960.0,2970.0,338200
2026-06-24 09:06:00,2970.0,2970.0,2960.0,2970.0,434000
2026-06-24 09:07:00,2970.0,2970.0,2960.0,2970.0,435400
2026-06-24 09:08:00,2970.0,2970.0,2960.0,2960.0,260400
2026-06-24 09:09:00,2970.0,2970.0,2960.0,2970.0,449700
2026-06-24 09:10:00,2970.0,2970.0,2960.0,2970.0,609900
2026-06-24 09:11:00,2970.0,2970.0,2960.0,2970.0,628700
2026-06-24 09:12:00,2970.0,2970.0,2960.0,2970.0,1413200
2026-06-24 09:13:00,2960.0,2970.0,2940.0,2970.0,8429500
2026-06-24 09:14:00,2950.0,2960.0,2940.0,2950.0,1851100
2026-06-24 09:15:00,2960.0,2960.0,2940.0,2940.0,2249200
2026-06-24 09:16:00,2950.0,2960.0,2940.0,2960.0,3255800
2026-06-24 09:17:00,2950.0,2950.0,2940.0,2950.0,375000
2026-06-24 09:18:00,2940.0,2950.0,2940.0,2940.0,168000
2026-06-24 09:20:00,2940.0,2940.0,2930.0,2940.0,3157800
2026-06-24 09:21:00,2940.0,2940.0,2930.0,2930.0,197200
2026-06-24 09:22:00,2940.0,2940.0,2930.0,2930.0,196400
2026-06-24 09:23:00,2940.0,2940.0,2930.0,2930.0,775500
2026-06-24 09:24:00,2940.0,2940.0,2930.0,2940.0,128100
2026-06-24 09:25:00,2930.0,2940.0,2930.0,2930.0,963700
2026-06-24 09:26:00,2940.0,2940.0,2930.0,2930.0,483400
2026-06-24 09:27:00,2940.0,2950.0,2930.0,2940.0,3994000
2026-06-24 09:28:00,2930.0,2950.0,2930.0,2950.0,2153800
2026-06-24 09:29:00,2930.0,2940.0,2930.0,2940.0,216500
2026-06-24 09:30:00,2940.0,2940.0,2930.0,2940.0,294500
2026-06-24 09:31:00,2930.0,2940.0,2930.0,2940.0,266500
2026-06-24 09:32:00,2930.0,2940.0,2930.0,2940.0,700800
2026-06-24 09:33:00,2940.0,2940.0,2930.0,2940.0,127100
2026-06-24 09:34:00,2930.0,2950.0,2930.0,2940.0,857400
2026-06-24 09:35:00,2930.0,2940.0,2930.0,2940.0,74800
2026-06-24 09:36:00,2930.0,2940.0,2930.0,2940.0,118600
2026-06-24 09:37:00,2930.0,2940.0,2930.0,2930.0,270400
2026-06-24 09:38:00,2930.0,2940.0,2930.0,2930.0,363200
2026-06-24 09:39:00,2930.0,2940.0,2930.0,2930.0,277700
2026-06-24 09:40:00,2940.0,2940.0,2930.0,2930.0,75300
2026-06-24 09:41:00,2940.0,2940.0,2930.0,2940.0,98600
2026-06-24 09:42:00,2940.0,2940.0,2930.0,2940.0,96400
2026-06-24 09:43:00,2920.0,2940.0,2920.0,2940.0,7442900
2026-06-24 09:44:00,2920.0,2930.0,2920.0,2920.0,86200
2026-06-24 09:45:00,2920.0,2930.0,2920.0,2920.0,63100
2026-06-24 09:46:00,2920.0,2930.0,2920.0,2930.0,67300
2026-06-24 09:47:00,2930.0,2930.0,2920.0,2920.0,115000
2026-06-24 09:48:00,2920.0,2930.0,2920.0,2920.0,235900
2026-06-24 09:49:00,2910.0,2930.0,2910.0,2920.0,1282200
2026-06-24 09:50:00,2920.0,2920.0,2910.0,2920.0,37100
2026-06-24 09:51:00,2910.0,2920.0,2910.0,2920.0,45200
2026-06-24 09:52:00,2920.0,2920.0,2910.0,2920.0,147400
2026-06-24 09:53:00,2910.0,2920.0,2910.0,2920.0,663600
2026-06-24 09:54:00,2910.0,2920.0,2910.0,2910.0,485300
2026-06-24 09:55:00,2900.0,2920.0,2900.0,2910.0,3315200
2026-06-24 09:56:00,2910.0,2910.0,2900.0,2900.0,302100
2026-06-24 09:57:00,2900.0,2910.0,2900.0,2910.0,348500
2026-06-24 09:58:00,2910.0,2910.0,2900.0,2900.0,299700
2026-06-24 09:59:00,2900.0,2910.0,2900.0,2900.0,215300
2026-06-24 10:00:00,2910.0,2910.0,2900.0,2910.0,123900
2026-06-24 10:01:00,2900.0,2910.0,2900.0,2910.0,131100
2026-06-24 10:02:00,2900.0,2910.0,2900.0,2900.0,531300
2026-06-24 10:03:00,2900.0,2910.0,2900.0,2910.0,767100
2026-06-24 10:04:00,2900.0,2910.0,2900.0,2910.0,185600
2026-06-24 10:05:00,2900.0,2910.0,2900.0,2900.0,85100
2026-06-24 10:06:00,2900.0,2910.0,2900.0,2910.0,170500
2026-06-24 10:07:00,2870.0,2910.0,2870.0,2910.0,11442900
2026-06-24 10:08:00,2880.0,2890.0,2870.0,2870.0,1391900
2026-06-24 10:09:00,2880.0,2890.0,2870.0,2890.0,419400
2026-06-24 10:10:00,2880.0,2890.0,2880.0,2890.0,1207600
2026-06-24 10:11:00,2890.0,2890.0,2880.0,2890.0,226700
2026-06-24 10:12:00,2880.0,2890.0,2880.0,2880.0,122500
2026-06-24 10:13:00,2880.0,2890.0,2880.0,2880.0,168100
2026-06-24 10:14:00,2890.0,2890.0,2880.0,2890.0,171000
2026-06-24 10:15:00,2880.0,2890.0,2880.0,2880.0,411400
2026-06-24 10:16:00,2880.0,2890.0,2880.0,2880.0,145300
2026-06-24 10:17:00,2890.0,2890.0,2880.0,2890.0,617500
2026-06-24 10:18:00,2890.0,2890.0,2880.0,2890.0,130800
2026-06-24 10:19:00,2890.0,2890.0,2880.0,2890.0,1382300
2026-06-24 10:20:00,2890.0,2900.0,2880.0,2890.0,1685000
2026-06-24 10:21:00,2890.0,2900.0,2890.0,2900.0,226900
2026-06-24 10:22:00,2880.0,2900.0,2880.0,2890.0,2805400
2026-06-24 10:23:00,2880.0,2890.0,2880.0,2880.0,298600
2026-06-24 10:24:00,2890.0,2890.0,2880.0,2880.0,592500
2026-06-24 10:25:00,2890.0,2890.0,2880.0,2890.0,143200
2026-06-24 10:26:00,2890.0,2890.0,2880.0,2890.0,103200
2026-06-24 10:27:00,2880.0,2890.0,2880.0,2890.0,164000
2026-06-24 10:28:00,2880.0,2890.0,2880.0,2890.0,298100
2026-06-24 10:29:00,2880.0,2890.0,2880.0,2890.0,319200
2026-06-24 10:30:00,2880.0,2890.0,2880.0,2890.0,70700
2026-06-24 10:31:00,2890.0,2890.0,2880.0,2890.0,278100
2026-06-24 10:32:00,2890.0,2890.0,2880.0,2890.0,189800
2026-06-24 10:33:00,2880.0,2890.0,2880.0,2890.0,97000
2026-06-24 10:34:00,2890.0,2890.0,2880.0,2890.0,416000
2026-06-24 10:35:00,2890.0,2890.0,2880.0,2890.0,149500
2026-06-24 10:36:00,2880.0,2890.0,2880.0,2890.0,74600
2026-06-24 10:37:00,2880.0,2890.0,2880.0,2890.0,178900
2026-06-24 10:38:00,2890.0,2890.0,2880.0,2890.0,100800
2026-06-24 10:39:00,2890.0,2890.0,2880.0,2890.0,153400
2026-06-24 10:40:00,2890.0,2890.0,2880.0,2890.0,197200
2026-06-24 10:41:00,2880.0,2890.0,2880.0,2890.0,183000
2026-06-24 10:42:00,2880.0,2890.0,2880.0,2890.0,146700
2026-06-24 10:43:00,2880.0,2890.0,2880.0,2880.0,252400
2026-06-24 10:44:00,2880.0,2890.0,2880.0,2890.0,259800
2026-06-24 10:45:00,2890.0,2890.0,2880.0,2880.0,1296300
2026-06-24 10:46:00,2880.0,2890.0,2880.0,2890.0,105900
2026-06-24 10:47:00,2890.0,2890.0,2880.0,2890.0,138100
2026-06-24 10:48:00,2890.0,2890.0,2880.0,2890.0,176100
2026-06-24 10:49:00,2890.0,2890.0,2880.0,2890.0,120900
2026-06-24 10:50:00,2870.0,2890.0,2860.0,2890.0,15051500
2026-06-24 10:51:00,2860.0,2870.0,2860.0,2860.0,1149400
2026-06-24 10:52:00,2860.0,2870.0,2860.0,2870.0,250100
2026-06-24 10:53:00,2860.0,2870.0,2860.0,2860.0,205900
2026-06-24 10:54:00,2870.0,2870.0,2860.0,2860.0,90800
2026-06-24 10:55:00,2860.0,2870.0,2860.0,2860.0,160100
2026-06-24 10:56:00,2860.0,2870.0,2860.0,2870.0,201900
2026-06-24 10:57:00,2860.0,2870.0,2860.0,2860.0,193500
2026-06-24 10:58:00,2850.0,2870.0,2850.0,2860.0,3770400
2026-06-24 10:59:00,2860.0,2860.0,2850.0,2860.0,317300
2026-06-24 11:00:00,2850.0,2860.0,2850.0,2860.0,5387300
2026-06-24 11:01:00,2860.0,2860.0,2850.0,2850.0,438900
2026-06-24 11:02:00,2850.0,2860.0,2850.0,2850.0,251400
2026-06-24 11:03:00,2860.0,2860.0,2850.0,2850.0,170600
2026-06-24 11:04:00,2850.0,2860.0,2850.0,2860.0,462700
2026-06-24 11:05:00,2860.0,2860.0,2850.0,2850.0,142000
2026-06-24 11:06:00,2850.0,2860.0,2850.0,2860.0,204000
2026-06-24 11:07:00,2850.0,2860.0,2850.0,2850.0,937600
2026-06-24 11:08:00,2860.0,2860.0,2850.0,2860.0,366000
2026-06-24 11:09:00,2860.0,2860.0,2850.0,2860.0,155800
2026-06-24 11:10:00,2860.0,2860.0,2850.0,2860.0,174900
2026-06-24 11:11:00,2860.0,2860.0,2850.0,2860.0,219400
2026-06-24 11:12:00,2860.0,2860.0,2850.0,2860.0,348300
2026-06-24 11:13:00,2850.0,2860.0,2850.0,2860.0,874700
2026-06-24 11:14:00,2850.0,2860.0,2850.0,2850.0,346100
2026-06-24 11:15:00,2850.0,2860.0,2850.0,2860.0,397000
2026-06-24 11:16:00,2860.0,2860.0,2850.0,2860.0,1191700
2026-06-24 11:17:00,2860.0,2860.0,2850.0,2860.0,326800
2026-06-24 11:18:00,2860.0,2870.0,2850.0,2860.0,1150000
2026-06-24 11:19:00,2860.0,2870.0,2860.0,2870.0,159000
2026-06-24 11:20:00,2860.0,2870.0,2860.0,2870.0,293300
2026-06-24 11:21:00,2860.0,2870.0,2860.0,2860.0,391300
2026-06-24 11:22:00,2860.0,2870.0,2860.0,2870.0,119400
2026-06-24 11:23:00,2870.0,2870.0,2860.0,2870.0,127500
2026-06-24 11:24:00,2860.0,2870.0,2860.0,2860.0,98300
2026-06-24 11:25:00,2860.0,2870.0,2860.0,2870.0,102900
2026-06-24 11:26:00,2860.0,2870.0,2860.0,2870.0,303300
2026-06-24 11:27:00,2860.0,2870.0,2860.0,2870.0,175500
2026-06-24 11:28:00,2870.0,2870.0,2860.0,2870.0,62800
2026-06-24 11:29:00,2870.0,2870.0,2860.0,2870.0,93900
2026-06-24 11:30:00,2860.0,2870.0,2860.0,2870.0,429800
2026-06-24 11:31:00,2870.0,2870.0,2860.0,2860.0,185500
2026-06-24 11:32:00,2860.0,2870.0,2860.0,2870.0,194800
2026-06-24 11:33:00,2860.0,2870.0,2860.0,2870.0,391400
2026-06-24 11:34:00,2870.0,2870.0,2860.0,2870.0,102600
2026-06-24 11:35:00,2870.0,2870.0,2860.0,2870.0,59600
2026-06-24 11:36:00,2860.0,2870.0,2860.0,2870.0,234900
2026-06-24 11:37:00,2860.0,2870.0,2860.0,2870.0,61100
2026-06-24 11:38:00,2870.0,2870.0,2860.0,2870.0,93900
2026-06-24 11:39:00,2870.0,2870.0,2860.0,2860.0,112600
2026-06-24 11:40:00,2860.0,2870.0,2860.0,2870.0,149400
2026-06-24 11:41:00,2870.0,2870.0,2860.0,2870.0,541000
2026-06-24 11:42:00,2860.0,2870.0,2860.0,2870.0,156600
2026-06-24 11:43:00,2860.0,2870.0,2860.0,2860.0,322300
2026-06-24 11:44:00,2850.0,2870.0,2850.0,2870.0,3524700
